Geneid	A2537	A0	A10^-5	A5x10-5	A10^-4	A10^-3	A2x10^-3	A5x10^-3	B2537	B0	B10^-5	B5x10-5	B10^-4	B10^-3	B2x10^-3	B5x10^-3	C2537	C0	C10^-5	C5x10-5	C10^-4	C10^-3	C2x10^-3	C5x10^-3
IGR:(CDS,b4484,cpxP,inhibitor_of_the_cpx_response3B_periplasmic_adaptor_protein,cds3841,+,500/CDS,b3915,fieF,ferrous_iron_and_zinc_transporter,cds3842,+,902):+:954:NC_000913.3	48670	45670	71496	100401	105422	81589	47528	57585	148675	11248	10407	110865	124946	68199	71841	38716	94641	43051	54839	94752	93708	77474	32169	31390
AS_IGR:(CDS,b4484,cpxP,inhibitor_of_the_cpx_response3B_periplasmic_adaptor_protein,cds3841,+,500/CDS,b3915,fieF,ferrous_iron_and_zinc_transporter,cds3842,+,902):+:954:NC_000913.3	7	0	0	6	0	0	3	4	14	2	0	1	1	3	3	7	6	2	2	1	1	4	5	0
CDS:b3915:fieF:ferrous_iron_and_zinc_transporter:cds3842:+:902:NC_000913.3	633	421	606	829	172	807	895	881	1047	56	26	642	367	1004	884	92257	1100	248	555	626	837	877	660	757
AS_CDS:b3915:fieF:ferrous_iron_and_zinc_transporter:cds3842:+:902:NC_000913.3	16	13	35	12	13	22	14	13	17	27	7	48	13	24	25	33	20	30	21	21	33	16	13	18
IGR:(CDS,b3915,fieF,ferrous_iron_and_zinc_transporter,cds3842,+,902/CDS,b3916,pfkA,6-phosphofructokinase_I,cds3843,+,962):+:1014:NC_000913.3	233	79	108	170	47	149	206	226	385	9	10	189	91	185	245	297	307	43	100	160	232	162	171	203
AS_IGR:(CDS,b3915,fieF,ferrous_iron_and_zinc_transporter,cds3842,+,902/CDS,b3916,pfkA,6-phosphofructokinase_I,cds3843,+,962):+:1014:NC_000913.3	0	2	0	0	0	0	0	1	1	0	0	1	1	2	0	3	1	0	0	0	1	0	0	0
CDS:b3916:pfkA:6-phosphofructokinase_I:cds3843:+:962:NC_000913.3	1890	653	843	1552	294	1220	1840	2001	2803	92	85	1438	589	1538	1836	2459	3011	357	728	1323	1719	1396	1471	1800
AS_CDS:b3916:pfkA:6-phosphofructokinase_I:cds3843:+:962:NC_000913.3	0	1	4	5	3	0	2	2	6	1	0	0	0	2	1	9	5	2	7	2	11	2	6	1
IGR:(CDS,b3916,pfkA,6-phosphofructokinase_I,cds3843,+,962/CDS,b3917,sbp,sulfate_transporter_subunit,cds3844,+,989):+:1041:NC_000913.3	508	197	290	420	120	385	414	604	868	50	17	409	180	462	531	725	698	117	289	367	476	455	474	465
AS_IGR:(CDS,b3916,pfkA,6-phosphofructokinase_I,cds3843,+,962/CDS,b3917,sbp,sulfate_transporter_subunit,cds3844,+,989):+:1041:NC_000913.3	1	2	4	2	0	1	2	2	3	2	0	4	4	3	2	2	6	2	3	4	4	0	5	7
CDS:b3917:sbp:sulfate_transporter_subunit:cds3844:+:989:NC_000913.3	105	81	251	386	66	158	182	156	208	9	17	386	72	161	178	487	260	128	170	220	485	134	123	153
AS_CDS:b3917:sbp:sulfate_transporter_subunit:cds3844:+:989:NC_000913.3	5	11	5	3	2	5	1	9	13	0	0	11	4	4	12	3	12	1	7	6	8	3	10	18
IGR:(CDS,b3917,sbp,sulfate_transporter_subunit,cds3844,+,989/CDS,b3918,cdh,CDP-diacylglycerol_phosphotidylhydrolase,cds3845,+,755):+:807:NC_000913.3	2	1	6	7	1	6	1	3	4	0	0	4	1	2	1	4	4	1	4	6	8	3	2	2
AS_IGR:(CDS,b3917,sbp,sulfate_transporter_subunit,cds3844,+,989/CDS,b3918,cdh,CDP-diacylglycerol_phosphotidylhydrolase,cds3845,+,755):+:807:NC_000913.3	1	2	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	2	0	0	1	1
CDS:b3918:cdh:CDP-diacylglycerol_phosphotidylhydrolase:cds3845:+:755:NC_000913.3	37	71	77	72	13	80	100	49	48	24	4	61	32	96	99	56	81	37	70	83	68	58	54	28
AS_CDS:b3918:cdh:CDP-diacylglycerol_phosphotidylhydrolase:cds3845:+:755:NC_000913.3	154	39	62	100	20	142	185	177	222	7	2	79	35	159	184	112	204	29	73	75	94	106	102	110
CDS:b3919:tpiA:triosephosphate_isomerase:cds3846:-:767:NC_000913.3	3145	769	1281	1848	303	2467	2907	2964	4479	96	73	1716	629	3276	3831	3767	4326	483	1327	1475	1813	2402	1894	2282
AS_CDS:b3919:tpiA:triosephosphate_isomerase:cds3846:-:767:NC_000913.3	55	23	38	41	5	58	66	49	81	5	5	51	15	90	102	83	84	18	31	41	40	58	46	40
IGR:(CDS,b3919,tpiA,triosephosphate_isomerase,cds3846,-,767/CDS,b3920,yiiQ,DUF1454_family_putative_periplasmic_protein,cds3847,-,599):+:651:NC_000913.3	2	1	1	4	0	0	3	0	1	0	0	1	0	2	2	2	2	2	0	0	0	0	0	0
AS_IGR:(CDS,b3919,tpiA,triosephosphate_isomerase,cds3846,-,767/CDS,b3920,yiiQ,DUF1454_family_putative_periplasmic_protein,cds3847,-,599):+:651:NC_000913.3	19	11	23	25	5	22	26	21	24	2	0	20	8	35	52	124	22	6	16	26	15	18	16	14
CDS:b3920:yiiQ:DUF1454_family_putative_periplasmic_protein:cds3847:-:599:NC_000913.3	104	120	170	227	75	188	260	133	147	16	13	174	87	290	334	404	128	79	121	196	164	152	158	129
AS_CDS:b3920:yiiQ:DUF1454_family_putative_periplasmic_protein:cds3847:-:599:NC_000913.3	16	37	34	30	16	46	41	27	36	6	4	39	27	49	52	22	37	24	24	36	43	33	40	20
IGR:(CDS,b3920,yiiQ,DUF1454_family_putative_periplasmic_protein,cds3847,-,599/CDS,b3921,yiiR,DUF805_family_putative_inner_membrane_protein,cds3848,+,440):+:492:NC_000913.3	6	8	8	16	2	13	11	9	15	1	1	11	7	19	17	9	9	4	8	10	13	13	10	10
AS_IGR:(CDS,b3920,yiiQ,DUF1454_family_putative_periplasmic_protein,cds3847,-,599/CDS,b3921,yiiR,DUF805_family_putative_inner_membrane_protein,cds3848,+,440):+:492:NC_000913.3	1	2	2	4	0	5	3	1	2	0	0	6	1	4	5	14	1	2	3	3	3	2	2	2
CDS:b3921:yiiR:DUF805_family_putative_inner_membrane_protein:cds3848:+:440:NC_000913.3	593	552	605	855	588	856	831	709	1141	168	97	825	665	876	1411	433	675	513	465	556	878	1043	956	686
AS_CDS:b3921:yiiR:DUF805_family_putative_inner_membrane_protein:cds3848:+:440:NC_000913.3	4	9	5	16	3	12	3	11	7	3	7	10	2	12	12	42	11	12	6	11	17	14	13	9
IGR:(CDS,b3921,yiiR,DUF805_family_putative_inner_membrane_protein,cds3848,+,440/CDS,b3922,yiiS,UPF0381_family_protein,cds3849,+,299):+:351:NC_000913.3	463	357	387	603	440	584	581	499	827	143	84	565	441	640	1022	750	436	376	322	348	620	781	739	473
AS_IGR:(CDS,b3921,yiiR,DUF805_family_putative_inner_membrane_protein,cds3848,+,440/CDS,b3922,yiiS,UPF0381_family_protein,cds3849,+,299):+:351:NC_000913.3	1	0	1	1	1	0	0	4	1	0	0	0	0	2	2	6	3	2	0	0	2	4	0	0
CDS:b3922:yiiS:UPF0381_family_protein:cds3849:+:299:NC_000913.3	493	162	187	427	94	422	523	631	809	76	65	430	164	484	547	1318	610	143	170	370	387	508	509	516
AS_CDS:b3922:yiiS:UPF0381_family_protein:cds3849:+:299:NC_000913.3	1	1	2	2	0	1	2	2	1	1	0	2	0	5	4	5	2	4	0	1	5	4	2	1
CDS:b3923:uspD:stress-induced_protein:cds3850:+:428:NC_000913.3	739	262	367	742	135	646	744	993	1264	40	36	691	287	780	814	1066	1029	189	308	508	715	760	653	811
AS_CDS:b3923:uspD:stress-induced_protein:cds3850:+:428:NC_000913.3	122	126	167	183	77	226	206	172	235	27	14	201	156	236	277	117	213	102	160	168	224	252	187	188
CDS:b3924:fpr:ferredoxin-NADP_reductase:cds3851:-:746:NC_000913.3	172	164	272	322	150	279	264	197	182	42	35	212	265	278	305	319	243	279	260	281	293	288	193	185
AS_CDS:b3924:fpr:ferredoxin-NADP_reductase:cds3851:-:746:NC_000913.3	268	106	148	290	48	228	245	331	464	17	16	265	113	262	282	902	354	84	138	203	268	238	219	276
IGR:(CDS,b3924,fpr,ferredoxin-NADP_reductase,cds3851,-,746/CDS,b3925,glpX,fructose_12C6-bisphosphatase_II,cds3852,-,1010):+:1062:NC_000913.3	2	3	3	4	1	5	8	5	4	1	0	7	2	7	2	1	5	3	4	1	3	3	3	3
AS_IGR:(CDS,b3924,fpr,ferredoxin-NADP_reductase,cds3851,-,746/CDS,b3925,glpX,fructose_12C6-bisphosphatase_II,cds3852,-,1010):+:1062:NC_000913.3	32	11	21	37	12	31	40	41	61	2	1	27	15	38	36	21	38	14	22	21	37	39	22	32
CDS:b3925:glpX:fructose_12C6-bisphosphatase_II:cds3852:-:1010:NC_000913.3	411	177	280	510	117	439	581	457	681	26	16	426	191	510	505	558	556	136	305	293	494	495	312	423
AS_CDS:b3925:glpX:fructose_12C6-bisphosphatase_II:cds3852:-:1010:NC_000913.3	5	4	7	13	4	12	16	14	9	2	0	12	5	13	13	16	11	6	8	9	7	13	5	15
IGR:(CDS,b3925,glpX,fructose_12C6-bisphosphatase_II,cds3852,-,1010/CDS,b3926,glpK,glycerol_kinase,cds3853,-,1508):+:1560:NC_000913.3	2	3	5	6	3	3	10	4	4	4	1	4	3	9	5	2	3	4	5	8	9	1	1	4
AS_IGR:(CDS,b3925,glpX,fructose_12C6-bisphosphatase_II,cds3852,-,1010/CDS,b3926,glpK,glycerol_kinase,cds3853,-,1508):+:1560:NC_000913.3	12	26	36	35	1	41	33	29	13	1	3	31	8	41	21	13	20	11	48	27	34	15	18	11
CDS:b3926:glpK:glycerol_kinase:cds3853:-:1508:NC_000913.3	244	525	813	739	72	909	947	510	306	48	42	596	190	981	743	391	485	288	849	609	608	432	306	251
AS_CDS:b3926:glpK:glycerol_kinase:cds3853:-:1508:NC_000913.3	93	75	108	129	40	107	129	91	156	7	13	142	76	143	114	106	137	80	136	130	111	100	96	96
CDS:b3927:glpF:glycerol_facilitator:cds3854:-:845:NC_000913.3	127	167	302	280	31	710	790	379	165	20	21	269	53	720	329	329	297	130	353	242	224	213	136	89
AS_CDS:b3927:glpF:glycerol_facilitator:cds3854:-:845:NC_000913.3	37	76	138	89	32	126	88	72	68	11	11	123	64	140	142	115	95	51	158	146	145	77	76	62
IGR:(CDS,b3927,glpF,glycerol_facilitator,cds3854,-,845/CDS,b3928,zapB,FtsZ_stabilizer3B_septal_ring_assembly_factor2C_stimulates_cell_division,cds3855,+,245):+:297:NC_000913.3	121	223	305	326	97	243	208	119	225	56	21	371	161	312	308	128	190	167	248	294	247	224	140	100
AS_IGR:(CDS,b3927,glpF,glycerol_facilitator,cds3854,-,845/CDS,b3928,zapB,FtsZ_stabilizer3B_septal_ring_assembly_factor2C_stimulates_cell_division,cds3855,+,245):+:297:NC_000913.3	6	8	20	14	2	33	45	18	15	3	1	19	5	35	36	68	17	3	15	12	21	15	12	14
CDS:b3928:zapB:FtsZ_stabilizer3B_septal_ring_assembly_factor2C_stimulates_cell_division:cds3855:+:245:NC_000913.3	1613	2886	4284	5260	2134	3035	2700	1807	3296	935	430	5291	3042	4104	4162	1661	2582	3097	3611	4017	3938	2706	1731	1456
AS_CDS:b3928:zapB:FtsZ_stabilizer3B_septal_ring_assembly_factor2C_stimulates_cell_division:cds3855:+:245:NC_000913.3	24	21	70	68	12	81	79	58	59	3	5	92	19	105	99	46	49	50	81	73	88	67	68	57
IGR:(CDS,b3928,zapB,FtsZ_stabilizer3B_septal_ring_assembly_factor2C_stimulates_cell_division,cds3855,+,245/CDS,b3929,rraA,ribonuclease_E_28RNase_E29_inhibitor_protein,cds3856,-,485):+:537:NC_000913.3	133	217	347	433	190	247	209	158	272	77	36	429	260	339	302	176	202	248	310	289	329	219	138	123
AS_IGR:(CDS,b3928,zapB,FtsZ_stabilizer3B_septal_ring_assembly_factor2C_stimulates_cell_division,cds3855,+,245/CDS,b3929,rraA,ribonuclease_E_28RNase_E29_inhibitor_protein,cds3856,-,485):+:537:NC_000913.3	4	4	13	11	4	16	15	15	5	0	1	11	5	18	14	9	6	11	12	9	10	8	7	7
CDS:b3929:rraA:ribonuclease_E_28RNase_E29_inhibitor_protein:cds3856:-:485:NC_000913.3	1057	1691	2473	3055	929	2339	1943	2305	1920	251	172	2229	1961	2328	2295	1499	1609	1188	1772	2267	2465	1732	1119	1287
AS_CDS:b3929:rraA:ribonuclease_E_28RNase_E29_inhibitor_protein:cds3856:-:485:NC_000913.3	284	447	753	901	304	580	453	356	592	132	67	902	434	829	785	2054	511	444	665	680	695	522	329	281
IGR:(CDS,b3929,rraA,ribonuclease_E_28RNase_E29_inhibitor_protein,cds3856,-,485/CDS,b3930,menA,12C4-dihydroxy-2-naphthoate_octaprenyltransferase,cds3857,-,926):+:978:NC_000913.3	0	1	0	0	0	0	1	1	0	1	0	0	0	3	2	9	1	0	3	1	1	1	1	1
AS_IGR:(CDS,b3929,rraA,ribonuclease_E_28RNase_E29_inhibitor_protein,cds3856,-,485/CDS,b3930,menA,12C4-dihydroxy-2-naphthoate_octaprenyltransferase,cds3857,-,926):+:978:NC_000913.3	9	9	12	12	4	13	13	12	13	1	1	12	10	18	18	110	16	5	11	12	14	11	10	13
CDS:b3930:menA:12C4-dihydroxy-2-naphthoate_octaprenyltransferase:cds3857:-:926:NC_000913.3	122	86	96	137	13	196	219	185	199	8	5	105	33	229	198	484	209	31	83	79	113	189	174	197
AS_CDS:b3930:menA:12C4-dihydroxy-2-naphthoate_octaprenyltransferase:cds3857:-:926:NC_000913.3	9	17	21	28	4	20	13	20	20	7	2	16	7	24	21	17	20	9	29	13	30	20	21	25
IGR:(CDS,b3930,menA,12C4-dihydroxy-2-naphthoate_octaprenyltransferase,cds3857,-,926/CDS,b3931,hslU,molecular_chaperone_and_ATPase_component_of_HslUV_protease,cds3858,-,1331):+:1383:NC_000913.3	5	2	2	6	1	9	10	11	13	1	0	5	1	16	10	2	16	1	4	4	6	13	9	13
AS_IGR:(CDS,b3930,menA,12C4-dihydroxy-2-naphthoate_octaprenyltransferase,cds3857,-,926/CDS,b3931,hslU,molecular_chaperone_and_ATPase_component_of_HslUV_protease,cds3858,-,1331):+:1383:NC_000913.3	62	15	22	44	9	102	96	91	97	2	1	30	14	97	133	47	91	5	23	27	43	92	90	78
CDS:b3931:hslU:molecular_chaperone_and_ATPase_component_of_HslUV_protease:cds3858:-:1331:NC_000913.3	2233	490	686	1247	183	2942	3187	2830	2911	43	40	889	374	3190	3872	3049	3109	167	705	924	1366	2964	2844	2727
AS_CDS:b3931:hslU:molecular_chaperone_and_ATPase_component_of_HslUV_protease:cds3858:-:1331:NC_000913.3	45	25	64	64	3	83	71	77	86	1	2	70	23	87	98	87	89	19	28	43	53	80	62	59
CDS:b3932:hslV:peptidase_component_of_the_HslUV_protease:cds3859:-:530:NC_000913.3	856	202	287	450	75	831	1173	1022	961	12	14	328	182	989	1016	1032	1238	91	245	397	466	904	839	961
AS_CDS:b3932:hslV:peptidase_component_of_the_HslUV_protease:cds3859:-:530:NC_000913.3	23	7	15	12	6	17	23	35	61	1	1	12	10	22	34	29	38	8	11	11	12	30	26	21
IGR:(CDS,b3932,hslV,peptidase_component_of_the_HslUV_protease,cds3859,-,530/CDS,b3933,ftsN,essential_cell_division_protein,cds3860,-,959):+:1011:NC_000913.3	19	2	6	10	7	18	13	37	87	1	1	20	15	14	31	9	37	3	3	11	22	30	25	16
AS_IGR:(CDS,b3932,hslV,peptidase_component_of_the_HslUV_protease,cds3859,-,530/CDS,b3933,ftsN,essential_cell_division_protein,cds3860,-,959):+:1011:NC_000913.3	26	19	24	23	5	30	43	27	39	1	1	22	8	52	53	57	48	7	17	25	38	35	29	35
CDS:b3933:ftsN:essential_cell_division_protein:cds3860:-:959:NC_000913.3	653	625	922	1141	172	1096	977	748	988	96	64	1146	315	1339	1421	805	979	283	770	910	1149	1293	1037	751
AS_CDS:b3933:ftsN:essential_cell_division_protein:cds3860:-:959:NC_000913.3	345	147	268	343	115	310	437	427	551	41	23	371	182	374	380	587	555	178	231	320	390	343	294	374
IGR:(CDS,b3933,ftsN,essential_cell_division_protein,cds3860,-,959/CDS,b3934,cytR,Anti-activator_for_CytR-CRP_nucleoside_utilization_regulon,cds3861,-,1025):+:1077:NC_000913.3	1	0	4	6	3	3	3	6	10	0	0	4	5	2	6	5	12	2	3	7	7	5	1	4
AS_IGR:(CDS,b3933,ftsN,essential_cell_division_protein,cds3860,-,959/CDS,b3934,cytR,Anti-activator_for_CytR-CRP_nucleoside_utilization_regulon,cds3861,-,1025):+:1077:NC_000913.3	71	45	76	144	44	109	102	106	162	14	10	178	79	123	144	101	143	38	87	108	188	110	89	91
CDS:b3934:cytR:Anti-activator_for_CytR-CRP_nucleoside_utilization_regulon:cds3861:-:1025:NC_000913.3	352	274	512	698	166	774	873	646	595	59	43	715	270	913	836	1047	658	177	519	459	821	536	458	433
AS_CDS:b3934:cytR:Anti-activator_for_CytR-CRP_nucleoside_utilization_regulon:cds3861:-:1025:NC_000913.3	15	18	16	34	6	26	26	26	15	1	0	21	10	41	37	32	31	13	20	24	24	28	38	25
IGR:(CDS,b3934,cytR,Anti-activator_for_CytR-CRP_nucleoside_utilization_regulon,cds3861,-,1025/CDS,b3935,priA,Primosome_factor_n27_28replication_factor_Y29,cds3862,-,2198):+:2250:NC_000913.3	0	1	1	1	0	2	0	1	3	0	0	3	0	1	3	6	3	0	1	5	2	0	1	2
AS_IGR:(CDS,b3934,cytR,Anti-activator_for_CytR-CRP_nucleoside_utilization_regulon,cds3861,-,1025/CDS,b3935,priA,Primosome_factor_n27_28replication_factor_Y29,cds3862,-,2198):+:2250:NC_000913.3	20	10	46	24	7	57	61	27	19	7	2	30	4	65	77	59	29	4	37	27	25	38	36	19
CDS:b3935:priA:Primosome_factor_n27_28replication_factor_Y29:cds3862:-:2198:NC_000913.3	90	55	134	183	23	203	227	152	130	3	5	106	33	208	246	217	156	26	105	118	166	166	144	150
AS_CDS:b3935:priA:Primosome_factor_n27_28replication_factor_Y29:cds3862:-:2198:NC_000913.3	25	29	33	41	11	45	54	46	59	11	1	48	32	73	49	67	58	26	28	58	41	29	30	72
IGR:(CDS,b3935,priA,Primosome_factor_n27_28replication_factor_Y29,cds3862,-,2198/CDS,b3936,rpmE,50S_ribosomal_subunit_protein_L31,cds3863,+,212):+:264:NC_000913.3	209	99	134	255	49	436	435	355	444	7	8	236	62	560	604	252	376	32	140	175	233	343	314	300
AS_IGR:(CDS,b3935,priA,Primosome_factor_n27_28replication_factor_Y29,cds3862,-,2198/CDS,b3936,rpmE,50S_ribosomal_subunit_protein_L31,cds3863,+,212):+:264:NC_000913.3	2	2	2	2	1	3	6	6	10	0	0	3	0	2	2	17	3	1	3	1	8	6	3	4
CDS:b3936:rpmE:50S_ribosomal_subunit_protein_L31:cds3863:+:212:NC_000913.3	1222	541	796	1428	312	2773	2259	2086	2303	43	42	1294	481	3182	3249	1858	2068	175	723	1173	1344	1953	1644	1700
AS_CDS:b3936:rpmE:50S_ribosomal_subunit_protein_L31:cds3863:+:212:NC_000913.3	3	0	3	2	1	3	4	4	2	0	0	4	0	4	6	11	7	0	1	8	3	3	1	4
CDS:b3937:yiiX:putative_lipid_binding_hydrolase2C_DUF830_family_protein:cds3864:-:608:NC_000913.3	99	33	74	89	8	132	182	114	111	13	3	88	23	199	169	82	147	31	94	86	87	111	106	96
AS_CDS:b3937:yiiX:putative_lipid_binding_hydrolase2C_DUF830_family_protein:cds3864:-:608:NC_000913.3	187	100	176	250	64	269	216	347	374	24	19	266	126	269	245	1838	377	96	157	210	218	187	152	204
IGR:(CDS,b3937,yiiX,putative_lipid_binding_hydrolase2C_DUF830_family_protein,cds3864,-,608/CDS,b3938,metJ,transcriptional_repressor2C_S-adenosylmethionine-binding,cds3865,-,317):+:369:NC_000913.3	98	61	109	131	23	105	124	165	171	12	4	129	48	128	111	119	192	58	80	100	108	86	78	105
AS_IGR:(CDS,b3937,yiiX,putative_lipid_binding_hydrolase2C_DUF830_family_protein,cds3864,-,608/CDS,b3938,metJ,transcriptional_repressor2C_S-adenosylmethionine-binding,cds3865,-,317):+:369:NC_000913.3	92	43	94	123	7	134	156	89	133	7	5	98	33	166	181	96	144	30	87	79	97	85	96	72
CDS:b3938:metJ:transcriptional_repressor2C_S-adenosylmethionine-binding:cds3865:-:317:NC_000913.3	199	128	271	314	32	334	334	246	321	16	7	313	82	407	485	351	332	83	225	232	254	250	208	167
AS_CDS:b3938:metJ:transcriptional_repressor2C_S-adenosylmethionine-binding:cds3865:-:317:NC_000913.3	10	6	13	11	2	19	20	23	18	0	0	15	4	33	23	229	18	4	10	20	16	22	16	17
IGR:(CDS,b3938,metJ,transcriptional_repressor2C_S-adenosylmethionine-binding,cds3865,-,317/CDS,b3939,metB,cystathionine_gamma-synthase2C_PLP-dependent,cds3866,+,1160):+:1212:NC_000913.3	12	9	12	14	6	34	24	15	17	7	1	23	10	20	36	17	16	8	12	15	18	10	9	16
AS_IGR:(CDS,b3938,metJ,transcriptional_repressor2C_S-adenosylmethionine-binding,cds3865,-,317/CDS,b3939,metB,cystathionine_gamma-synthase2C_PLP-dependent,cds3866,+,1160):+:1212:NC_000913.3	84	64	114	132	15	131	149	109	175	12	2	167	40	183	179	254	152	41	98	110	118	122	90	81
CDS:b3939:metB:cystathionine_gamma-synthase2C_PLP-dependent:cds3866:+:1160:NC_000913.3	33	49	74	88	6	112	144	97	66	7	3	80	20	118	140	115	72	20	79	78	82	85	64	82
AS_CDS:b3939:metB:cystathionine_gamma-synthase2C_PLP-dependent:cds3866:+:1160:NC_000913.3	22	11	24	22	11	28	33	25	58	7	1	46	22	50	34	187	37	19	24	26	38	28	15	17
CDS:b3940:metL:Bifunctional_aspartokinase2Fhomoserine_dehydrogenase_2:cds3867:+:2432:NC_000913.3	165	192	275	337	54	482	455	402	202	15	14	290	105	502	513	333	261	76	266	261	373	347	312	252
AS_CDS:b3940:metL:Bifunctional_aspartokinase2Fhomoserine_dehydrogenase_2:cds3867:+:2432:NC_000913.3	6	12	22	27	5	13	7	14	24	4	1	25	7	23	10	18	22	8	4	19	35	10	18	8
IGR:(CDS,b3940,metL,Bifunctional_aspartokinase2Fhomoserine_dehydrogenase_2,cds3867,+,2432/CDS,b3941,metF,52C10-methylenetetrahydrofolate_reductase,cds3868,+,890):+:942:NC_000913.3	61	48	71	125	16	130	106	86	108	7	2	102	51	159	153	127	99	17	73	50	133	151	110	97
AS_IGR:(CDS,b3940,metL,Bifunctional_aspartokinase2Fhomoserine_dehydrogenase_2,cds3867,+,2432/CDS,b3941,metF,52C10-methylenetetrahydrofolate_reductase,cds3868,+,890):+:942:NC_000913.3	5	6	13	6	14	10	1	7	35	6	8	13	5	11	13	12	16	5	7	5	11	9	8	5
CDS:b3941:metF:52C10-methylenetetrahydrofolate_reductase:cds3868:+:890:NC_000913.3	2	5	11	14	1	26	39	33	12	1	0	11	3	29	41	98	11	2	15	20	14	26	13	24
AS_CDS:b3941:metF:52C10-methylenetetrahydrofolate_reductase:cds3868:+:890:NC_000913.3	53	59	53	62	9	63	68	136	151	9	2	131	22	116	105	122	170	15	52	51	66	78	72	88
IGR:(CDS,b3941,metF,52C10-methylenetetrahydrofolate_reductase,cds3868,+,890/CDS,b3942,katG,catalase-peroxidase_HPI2C_heme_b-containing,cds3869,+,2180):+:2232:NC_000913.3	11	29	50	37	8	42	65	25	41	4	9	53	12	55	55	26	27	28	54	43	29	51	35	33
AS_IGR:(CDS,b3941,metF,52C10-methylenetetrahydrofolate_reductase,cds3868,+,890/CDS,b3942,katG,catalase-peroxidase_HPI2C_heme_b-containing,cds3869,+,2180):+:2232:NC_000913.3	88	49	65	57	47	56	86	92	208	23	29	113	69	106	125	183	186	33	67	77	85	73	69	97
CDS:b3942:katG:catalase-peroxidase_HPI2C_heme_b-containing:cds3869:+:2180:NC_000913.3	909	1264	1914	2206	241	2740	2671	1730	890	80	56	1292	484	2826	2275	1115	1471	1175	2090	1257	1700	1932	1395	1113
AS_CDS:b3942:katG:catalase-peroxidase_HPI2C_heme_b-containing:cds3869:+:2180:NC_000913.3	16	6	12	27	5	34	23	8	24	0	4	24	15	13	26	97	22	4	17	13	22	16	9	19
IGR:(CDS,b3942,katG,catalase-peroxidase_HPI2C_heme_b-containing,cds3869,+,2180/CDS,b3943,yijE,EamA-like_transporter_family_protein,cds3870,+,905):+:957:NC_000913.3	19	24	34	43	5	52	42	35	27	2	1	27	10	60	39	31	27	23	45	24	35	39	27	20
AS_IGR:(CDS,b3942,katG,catalase-peroxidase_HPI2C_heme_b-containing,cds3869,+,2180/CDS,b3943,yijE,EamA-like_transporter_family_protein,cds3870,+,905):+:957:NC_000913.3	3	1	1	6	1	6	3	4	15	0	0	3	4	3	3	2	4	2	2	2	4	4	3	3
CDS:b3943:yijE:EamA-like_transporter_family_protein:cds3870:+:905:NC_000913.3	96	108	126	182	33	172	198	114	145	9	2	137	30	223	170	266	153	58	128	96	151	213	115	104
AS_CDS:b3943:yijE:EamA-like_transporter_family_protein:cds3870:+:905:NC_000913.3	25	24	20	37	6	39	39	39	44	1	1	29	12	52	36	29	21	10	11	35	23	31	18	26
CDS:b3944:yijF:DUF1287_family_protein:cds3871:-:617:NC_000913.3	4	6	14	12	0	8	9	11	4	0	0	4	4	14	8	8	8	0	5	4	8	8	9	6
AS_CDS:b3944:yijF:DUF1287_family_protein:cds3871:-:617:NC_000913.3	20	13	19	24	3	23	28	11	22	2	1	13	6	27	24	43	24	15	21	15	28	34	16	13
IGR:(CDS,b3944,yijF,DUF1287_family_protein,cds3871,-,617/CDS,b3945,gldA,glycerol_dehydrogenase2C_NAD2B_dependent3B_12C2-propanediol,NAD2B_oxidoreductase,cds3872,-,1103):+:1155:NC_000913.3	6	8	13	21	4	18	8	12	15	1	0	29	3	25	17	4	14	6	11	18	22	14	13	6
AS_IGR:(CDS,b3944,yijF,DUF1287_family_protein,cds3871,-,617/CDS,b3945,gldA,glycerol_dehydrogenase2C_NAD2B_dependent3B_12C2-propanediol,NAD2B_oxidoreductase,cds3872,-,1103):+:1155:NC_000913.3	22	16	23	32	3	24	25	25	18	1	2	25	5	21	23	15	20	13	39	27	33	15	14	15
CDS:b3945:gldA:glycerol_dehydrogenase2C_NAD2B_dependent3B_12C2-propanediol:NAD2B_oxidoreductase:cds3872:-:1103:NC_000913.3	192	249	363	467	48	344	300	332	228	15	9	379	53	372	265	294	351	114	283	380	386	234	218	238
AS_CDS:b3945:gldA:glycerol_dehydrogenase2C_NAD2B_dependent3B_12C2-propanediol:NAD2B_oxidoreductase:cds3872:-:1103:NC_000913.3	16	10	13	24	5	13	22	15	11	2	1	28	11	16	17	28	21	6	10	15	28	13	20	13
CDS:b3946:fsaB:fructose-6-phosphate_aldolase_2:cds3873:-:662:NC_000913.3	18	32	47	57	6	44	43	42	22	3	2	43	7	44	39	79	38	19	35	43	49	24	33	32
AS_CDS:b3946:fsaB:fructose-6-phosphate_aldolase_2:cds3873:-:662:NC_000913.3	8	1	1	4	5	16	10	9	13	1	1	6	10	12	18	16	14	2	5	3	11	3	12	9
CDS:b3947:frwA:putative_PTS_enzyme2C_Hpr_component2Fenzyme_I_component2Fenzyme_IIA_component:cds3874:-:2501:NC_000913.3	13	35	45	78	10	31	30	61	27	2	1	64	8	25	32	35	24	17	59	49	62	16	29	43
